1.0,-0.737374,-0.0262732,0.234375,0.0140301,-0.275641,0.0256049,0.424837,0.332263,0.151125
1.0,-0.717172,-0.0256669,-0.09375,0.0140301,-0.275641,0.0237522,0.124183,0.261637,0.151125
1.0,-0.575758,-0.0256669,-0.109375,0.0148024,-0.25,0.0256049,0.0196078,0.235955,0.151125
1.0,-0.636364,-0.0266774,-0.046875,0.0140301,-0.25641,0.0256049,0.111111,0.255217,0.144695
1.0,-0.616162,-0.0246564,-0.109375,0.0140301,-0.25,0.0259755,0.0457516,0.235955,0.144695
1.0,-0.414141,-0.0256669,0.15625,0.0140301,-0.217949,0.025679,0.150327,0.258427,0.144695
1.0,-0.79798,-0.025869,-0.140625,0.0140301,-0.275641,0.0260496,0.137255,0.252006,0.144695
1.0,-0.555556,-0.0248585,0.03125,0.0140301,-0.237179,0.0276059,0.124183,0.255217,0.144695
1.0,-0.79798,-0.0256669,-0.140625,0.0137727,-0.282051,0.0241227,0.137255,0.261637,0.151125
1.0,-0.616162,-0.0248585,-0.09375,0.0140301,-0.25,0.027013,0.0588235,0.235955,0.144695
1.0,-0.79798,-0.0256669,-0.09375,0.0140301,-0.365385,0.053322,0.176471,0.354735,0.228296
1.0,-0.494949,-0.0254648,-0.078125,0.0140301,-0.230769,0.0256049,-0.00653595,0.223114,0.144695
1.0,-0.818182,-0.0262732,-0.078125,0.0132578,-0.282051,0.0253826,0.202614,0.274478,0.144695
1.0,-0.393939,-0.0256669,-0.09375,0.0140301,-0.217949,0.0256049,-0.0849673,0.203852,0.144695
1.0,-0.79798,-0.0260711,0.140625,0.0140301,-0.288462,0.0256049,0.372549,0.329053,0.157556
1.0,-0.656566,-0.0256669,0.015625,0.0140301,-0.25641,0.0262719,0.176471,0.268058,0.144695
1.0,-0.575758,-0.0250606,0.34375,0.014545,-0.25,0.0256049,0.398693,0.325843,0.151125
1.0,-0.676768,-0.0264753,0.328125,0.0140301,-0.262821,0.0250862,0.437908,0.338684,0.151125
1.0,-0.717172,-0.0248585,-0.140625,0.0140301,-0.275641,0.0240486,0.0849673,0.252006,0.151125
1.0,-0.737374,-0.0256669,0.078125,0.0158322,-0.275641,0.0256049,0.267974,0.29695,0.151125
1.0,-0.79798,-0.0256669,-0.09375,0.0140301,-0.346154,0.02768,0.176471,0.335474,0.215434
1.0,-0.494949,-0.0252627,-0.015625,0.0140301,-0.230769,0.0256049,0.0588235,0.239165,0.144695
1.0,-0.535354,-0.0248585,0.046875,0.0140301,-0.237179,0.0256049,0.124183,0.258427,0.151125
1.0,-0.454545,-0.025869,-0.03125,0.0155747,-0.224359,0.0256049,0.00653595,0.226324,0.144695
1.0,-0.373737,-0.0256669,0.015625,0.0140301,-0.217949,0.0256049,0.00653595,0.229535,0.144695
1.0,-0.656566,-0.0256669,0.015625,0.0124855,-0.25641,0.0270871,0.176471,0.268058,0.144695
1.0,-0.616162,-0.0246564,-0.125,0.0140301,-0.25641,0.0248638,0.0457516,0.242376,0.151125
1.0,-0.79798,-0.0256669,-0.03125,0.0140301,-0.339744,0.0261237,0.24183,0.341894,0.202572
1.0,-0.494949,-0.0256669,-0.03125,0.0140301,-0.230769,0.0255308,0.0326797,0.235955,0.144695
1.0,-0.717172,-0.0256669,0.015625,0.0140301,-0.262821,0.025679,0.215686,0.274478,0.144695
